Epoch,Batch,Total_Loss,Loss_Per_Token
3,20,5.909975528717041,5.909975528717041
3,25,6.059555530548096,6.059555530548096
3,30,5.704834461212158,5.704834461212158
3,35,6.098822593688965,6.098822593688965
3,40,5.610935688018799,5.610935688018799
3,45,5.952966213226318,5.952966213226318
3,50,5.884643077850342,5.884643077850342
3,55,5.688708305358887,5.688708305358887
3,60,5.693904876708984,5.693904876708984
3,65,5.9141621589660645,5.9141621589660645
3,70,5.4852471351623535,5.4852471351623535
3,75,6.040798664093018,6.040798664093018
3,80,5.505354881286621,5.505354881286621
3,85,5.484120845794678,5.484120845794678
3,90,5.777044773101807,5.777044773101807
3,95,5.708369731903076,5.708369731903076
3,100,5.577950954437256,5.577950954437256
3,105,5.800824165344238,5.800824165344238
3,110,5.819840908050537,5.819840908050537
3,115,6.259204387664795,6.259204387664795
3,120,5.625027179718018,5.625027179718018
3,125,5.976097106933594,5.976097106933594
3,130,5.5757622718811035,5.5757622718811035
3,135,5.457210540771484,5.457210540771484
3,140,6.30594539642334,6.30594539642334
3,145,5.858572959899902,5.858572959899902
3,150,5.427382946014404,5.427382946014404
3,155,5.883422374725342,5.883422374725342
3,160,5.798912048339844,5.798912048339844
3,165,5.55806303024292,5.55806303024292
3,170,5.447124481201172,5.447124481201172
3,175,5.988623142242432,5.988623142242432
3,180,5.716907024383545,5.716907024383545
3,185,5.90162467956543,5.90162467956543
3,190,5.565919876098633,5.565919876098633
3,195,5.960544109344482,5.960544109344482
3,200,6.019595623016357,6.019595623016357
3,205,5.93289852142334,5.93289852142334
3,210,5.834369659423828,5.834369659423828
3,215,6.085135459899902,6.085135459899902
3,220,5.888209342956543,5.888209342956543
3,225,5.9323296546936035,5.9323296546936035
3,230,5.444307327270508,5.444307327270508
3,235,5.462344169616699,5.462344169616699
3,240,5.613943576812744,5.613943576812744
3,245,6.326438903808594,6.326438903808594
4,0,6.267578601837158,6.267578601837158
4,5,5.6404266357421875,5.6404266357421875
4,10,5.322005271911621,5.322005271911621
4,15,5.282814025878906,5.282814025878906
4,20,5.241033554077148,5.241033554077148
4,25,5.6165361404418945,5.6165361404418945
4,30,5.605297088623047,5.605297088623047
4,35,5.577034950256348,5.577034950256348
4,40,5.386909484863281,5.386909484863281
4,45,5.471970081329346,5.471970081329346
4,50,5.884573936462402,5.884573936462402
4,55,5.203517913818359,5.203517913818359
4,60,5.283971309661865,5.283971309661865
4,65,5.4633989334106445,5.4633989334106445
4,70,5.868936538696289,5.868936538696289
4,75,5.396906852722168,5.396906852722168
4,80,5.537681579589844,5.537681579589844
4,85,5.658812999725342,5.658812999725342
4,90,5.647495746612549,5.647495746612549
4,95,5.5855712890625,5.5855712890625
4,100,5.268484115600586,5.268484115600586
4,105,5.384654521942139,5.384654521942139
4,110,5.730209827423096,5.730209827423096
4,115,5.712392807006836,5.712392807006836
4,120,5.380032062530518,5.380032062530518
4,125,5.405033588409424,5.405033588409424
4,130,5.2624192237854,5.2624192237854
4,135,5.6576995849609375,5.6576995849609375
4,140,5.338764190673828,5.338764190673828
4,145,5.697363376617432,5.697363376617432
4,150,5.461691379547119,5.461691379547119
4,155,5.575563907623291,5.575563907623291
4,160,6.082332134246826,6.082332134246826
4,165,5.219106197357178,5.219106197357178
4,170,5.466263294219971,5.466263294219971
4,175,5.45229434967041,5.45229434967041
4,180,5.444636821746826,5.444636821746826
4,185,5.1998677253723145,5.1998677253723145
4,190,5.633731365203857,5.633731365203857
4,195,5.635259628295898,5.635259628295898
4,200,5.205873966217041,5.205873966217041
4,205,5.287491798400879,5.287491798400879
4,210,5.767373085021973,5.767373085021973
4,215,5.269864082336426,5.269864082336426
4,220,5.462532997131348,5.462532997131348
4,225,5.434887409210205,5.434887409210205
4,230,5.453701019287109,5.453701019287109
4,235,5.251045227050781,5.251045227050781
4,240,5.50051736831665,5.50051736831665
4,245,5.833094596862793,5.833094596862793
5,0,4.957153797149658,4.957153797149658
5,5,5.2185444831848145,5.2185444831848145
5,10,5.298999786376953,5.298999786376953
5,15,5.192410945892334,5.192410945892334
5,20,5.309035301208496,5.309035301208496
5,25,5.206798553466797,5.206798553466797
5,30,5.26935338973999,5.26935338973999
5,35,5.203377723693848,5.203377723693848
5,40,4.999366760253906,4.999366760253906
5,45,5.545753002166748,5.545753002166748
5,50,5.015456676483154,5.015456676483154
5,55,5.6096296310424805,5.6096296310424805
5,60,5.321808815002441,5.321808815002441
5,65,5.363984107971191,5.363984107971191
5,70,5.443831443786621,5.443831443786621
5,75,5.081960678100586,5.081960678100586
5,80,5.350109577178955,5.350109577178955
5,85,4.907652378082275,4.907652378082275
5,90,5.288418292999268,5.288418292999268
5,95,5.233557224273682,5.233557224273682
5,100,5.293880462646484,5.293880462646484
5,105,5.259926795959473,5.259926795959473
5,110,5.302690029144287,5.302690029144287
5,115,5.001412868499756,5.001412868499756
5,120,5.463174819946289,5.463174819946289
5,125,4.985653877258301,4.985653877258301
5,130,5.4623236656188965,5.4623236656188965
5,135,5.168641090393066,5.168641090393066
5,140,5.475022792816162,5.475022792816162
5,145,5.540114402770996,5.540114402770996
5,150,5.031740665435791,5.031740665435791
5,155,5.508758068084717,5.508758068084717
5,160,5.471436977386475,5.471436977386475
5,165,5.05239725112915,5.05239725112915
5,170,5.236658096313477,5.236658096313477
5,175,5.778520107269287,5.778520107269287
5,180,5.178326606750488,5.178326606750488
5,185,5.275725841522217,5.275725841522217
5,190,5.274184703826904,5.274184703826904
5,195,5.25059175491333,5.25059175491333
5,200,5.3778581619262695,5.3778581619262695
5,205,5.179821968078613,5.179821968078613
5,210,5.287783622741699,5.287783622741699
5,215,5.229248046875,5.229248046875
5,220,5.381919860839844,5.381919860839844
5,225,5.324254512786865,5.324254512786865
5,230,5.382863998413086,5.382863998413086
5,235,5.081422805786133,5.081422805786133
5,240,5.531260967254639,5.531260967254639
5,245,5.5112481117248535,5.5112481117248535
6,0,5.106719493865967,5.106719493865967
6,5,4.850061893463135,4.850061893463135
6,10,5.395998001098633,5.395998001098633
6,15,5.07918643951416,5.07918643951416
6,20,5.340728282928467,5.340728282928467
6,25,4.906172752380371,4.906172752380371
6,30,5.105898380279541,5.105898380279541
6,35,5.184260368347168,5.184260368347168
6,40,4.9846062660217285,4.9846062660217285
6,45,4.7480950355529785,4.7480950355529785
6,50,5.558935165405273,5.558935165405273
6,55,5.4175801277160645,5.4175801277160645
6,60,4.962812900543213,4.962812900543213
6,65,5.333646297454834,5.333646297454834
6,70,5.395355701446533,5.395355701446533
6,75,5.159114360809326,5.159114360809326
6,80,5.05704927444458,5.05704927444458
6,85,5.306493282318115,5.306493282318115
6,90,5.200284481048584,5.200284481048584
6,95,4.8224945068359375,4.8224945068359375
6,100,5.060883522033691,5.060883522033691
6,105,5.114734172821045,5.114734172821045
6,110,4.724134922027588,4.724134922027588
6,115,5.515425205230713,5.515425205230713
6,120,5.192588806152344,5.192588806152344
6,125,5.002232551574707,5.002232551574707
6,130,5.089456081390381,5.089456081390381
6,135,4.920299053192139,4.920299053192139
6,140,5.342942237854004,5.342942237854004
6,145,5.021839618682861,5.021839618682861
6,150,5.254251480102539,5.254251480102539
6,155,5.006792068481445,5.006792068481445
6,160,5.099313735961914,5.099313735961914
6,165,5.174760818481445,5.174760818481445
6,170,5.2015886306762695,5.2015886306762695
6,175,4.236953258514404,4.236953258514404
6,180,4.5402326583862305,4.5402326583862305
6,185,5.177389144897461,5.177389144897461
6,190,5.361502170562744,5.361502170562744
6,195,5.715410232543945,5.715410232543945
6,200,5.1648335456848145,5.1648335456848145
6,205,5.226332664489746,5.226332664489746
6,210,4.722962856292725,4.722962856292725
6,215,4.986634731292725,4.986634731292725
6,220,4.8992133140563965,4.8992133140563965
6,225,5.394132137298584,5.394132137298584
6,230,5.014934539794922,5.014934539794922
6,235,4.890624523162842,4.890624523162842
6,240,5.3403754234313965,5.3403754234313965
6,245,5.012954235076904,5.012954235076904
7,0,5.2653632164001465,5.2653632164001465
7,5,4.925481796264648,4.925481796264648
7,10,4.341468334197998,4.341468334197998
7,15,5.093417644500732,5.093417644500732
7,20,4.994823932647705,4.994823932647705
7,25,5.018479347229004,5.018479347229004
7,30,5.034725189208984,5.034725189208984
7,35,5.221471786499023,5.221471786499023
7,40,5.207739353179932,5.207739353179932
7,45,4.835023880004883,4.835023880004883
7,50,5.04758882522583,5.04758882522583
7,55,4.8159379959106445,4.8159379959106445
7,60,4.54531192779541,4.54531192779541
7,65,5.040306568145752,5.040306568145752
7,70,5.256998538970947,5.256998538970947
7,75,4.485367298126221,4.485367298126221
7,80,5.147318363189697,5.147318363189697
7,85,5.059619903564453,5.059619903564453
7,90,5.127173900604248,5.127173900604248
7,95,4.693382263183594,4.693382263183594
7,100,4.68833065032959,4.68833065032959
7,105,4.516489028930664,4.516489028930664
7,110,5.338709354400635,5.338709354400635
7,115,5.170855522155762,5.170855522155762
7,120,5.075363636016846,5.075363636016846
7,125,4.981287956237793,4.981287956237793
7,130,5.274683475494385,5.274683475494385
7,135,5.1774210929870605,5.1774210929870605
7,140,4.980252742767334,4.980252742767334
7,145,4.891601085662842,4.891601085662842
7,150,5.171649932861328,5.171649932861328
7,155,5.091472148895264,5.091472148895264
7,160,5.2102484703063965,5.2102484703063965
7,165,4.512900352478027,4.512900352478027
7,170,4.7842230796813965,4.7842230796813965
7,175,4.660275459289551,4.660275459289551
7,180,4.6231160163879395,4.6231160163879395
7,185,4.587990760803223,4.587990760803223
7,190,5.37813138961792,5.37813138961792
7,195,4.90685510635376,4.90685510635376
7,200,4.855825424194336,4.855825424194336
7,205,4.880752086639404,4.880752086639404
7,210,5.178206443786621,5.178206443786621
7,215,4.9812469482421875,4.9812469482421875
7,220,5.2252888679504395,5.2252888679504395
7,225,5.079762935638428,5.079762935638428
7,230,4.964725971221924,4.964725971221924
7,235,4.766238689422607,4.766238689422607
7,240,4.813703536987305,4.813703536987305
7,245,4.865113258361816,4.865113258361816
8,0,4.8898773193359375,4.8898773193359375
8,5,4.8226776123046875,4.8226776123046875
8,10,5.0290350914001465,5.0290350914001465
8,15,4.65962553024292,4.65962553024292
8,20,4.630163192749023,4.630163192749023
8,25,4.658786773681641,4.658786773681641
8,30,5.360434532165527,5.360434532165527
8,35,4.806431293487549,4.806431293487549
8,40,4.8967204093933105,4.8967204093933105
8,45,5.217580318450928,5.217580318450928
8,50,4.887759685516357,4.887759685516357
8,55,4.766619682312012,4.766619682312012
8,60,4.838972091674805,4.838972091674805
8,65,4.684829235076904,4.684829235076904
8,70,5.011478424072266,5.011478424072266
8,75,4.667098522186279,4.667098522186279
8,80,4.844426155090332,4.844426155090332
8,85,5.198293209075928,5.198293209075928
8,90,5.0211896896362305,5.0211896896362305
8,95,4.811091899871826,4.811091899871826
8,100,4.662522792816162,4.662522792816162
8,105,4.918383598327637,4.918383598327637
8,110,4.771582126617432,4.771582126617432
8,115,4.752466678619385,4.752466678619385
8,120,5.162212371826172,5.162212371826172
8,125,5.210348606109619,5.210348606109619
8,130,4.929605007171631,4.929605007171631
8,135,4.581634044647217,4.581634044647217
8,140,5.185630798339844,5.185630798339844
8,145,4.843331336975098,4.843331336975098
8,150,5.037296772003174,5.037296772003174
8,155,5.1167802810668945,5.1167802810668945
8,160,4.485214710235596,4.485214710235596
8,165,4.944675445556641,4.944675445556641
8,170,4.663018703460693,4.663018703460693
8,175,4.877795219421387,4.877795219421387
8,180,4.850301742553711,4.850301742553711
8,185,5.042927265167236,5.042927265167236
8,190,4.574171543121338,4.574171543121338
8,195,4.887188911437988,4.887188911437988
8,200,5.0011796951293945,5.0011796951293945
8,205,4.863731861114502,4.863731861114502
8,210,4.758486747741699,4.758486747741699
8,215,4.89581823348999,4.89581823348999
8,220,4.6433186531066895,4.6433186531066895
8,225,4.966203689575195,4.966203689575195
8,230,5.088165760040283,5.088165760040283
8,235,5.216224670410156,5.216224670410156
8,240,5.141448497772217,5.141448497772217
8,245,4.070899486541748,4.070899486541748
9,0,4.946083068847656,4.946083068847656
9,5,4.806702136993408,4.806702136993408
9,10,5.089326858520508,5.089326858520508
9,15,4.452643871307373,4.452643871307373
9,20,5.007277488708496,5.007277488708496
9,25,4.709705829620361,4.709705829620361
9,30,4.751571178436279,4.751571178436279
9,35,4.495200157165527,4.495200157165527
9,40,4.367301940917969,4.367301940917969
9,45,4.5489888191223145,4.5489888191223145
9,50,4.964184284210205,4.964184284210205
9,55,5.011312007904053,5.011312007904053
9,60,4.750683307647705,4.750683307647705
9,65,3.942227602005005,3.942227602005005
9,70,4.496849060058594,4.496849060058594
9,75,4.55114221572876,4.55114221572876
9,80,4.695860862731934,4.695860862731934
9,85,5.066905975341797,5.066905975341797
9,90,4.1160454750061035,4.1160454750061035
9,95,4.608389854431152,4.608389854431152
9,100,4.552891731262207,4.552891731262207
9,105,4.8123345375061035,4.8123345375061035
9,110,4.530846118927002,4.530846118927002
9,115,4.852221965789795,4.852221965789795
9,120,5.079498767852783,5.079498767852783
9,125,4.176809787750244,4.176809787750244
9,130,4.4052863121032715,4.4052863121032715
9,135,4.606408596038818,4.606408596038818
9,140,5.2310028076171875,5.2310028076171875
9,145,4.8057684898376465,4.8057684898376465
9,150,4.980325222015381,4.980325222015381
9,155,4.823596954345703,4.823596954345703
9,160,4.491038799285889,4.491038799285889
9,165,4.680524826049805,4.680524826049805
9,170,5.215780735015869,5.215780735015869
9,175,4.720149993896484,4.720149993896484
9,180,4.7731614112854,4.7731614112854
9,185,4.737918853759766,4.737918853759766
9,190,4.9106125831604,4.9106125831604
9,195,4.757123947143555,4.757123947143555
9,200,4.7584381103515625,4.7584381103515625
9,205,5.013157844543457,5.013157844543457
9,210,4.690145969390869,4.690145969390869
9,215,4.8199052810668945,4.8199052810668945
9,220,4.806631088256836,4.806631088256836
9,225,4.569478988647461,4.569478988647461
9,230,4.913057804107666,4.913057804107666
9,235,4.694343090057373,4.694343090057373
9,240,4.765130043029785,4.765130043029785
9,245,4.732631683349609,4.732631683349609
10,0,4.807127475738525,4.807127475738525
10,5,4.762946605682373,4.762946605682373
10,10,4.293549537658691,4.293549537658691
10,15,4.678685188293457,4.678685188293457
10,20,4.475646495819092,4.475646495819092
10,25,5.012749671936035,5.012749671936035
10,30,4.937119483947754,4.937119483947754
10,35,5.056737422943115,5.056737422943115
10,40,4.815347194671631,4.815347194671631
10,45,4.727353572845459,4.727353572845459
10,50,4.759914398193359,4.759914398193359
10,55,4.8978729248046875,4.8978729248046875
10,60,4.781739234924316,4.781739234924316
10,65,4.686969757080078,4.686969757080078
10,70,4.688276290893555,4.688276290893555
10,75,4.304553031921387,4.304553031921387
10,80,4.760574817657471,4.760574817657471
10,85,4.661290168762207,4.661290168762207
10,90,4.652772903442383,4.652772903442383
10,95,4.3796281814575195,4.3796281814575195
10,100,4.745324611663818,4.745324611663818
10,105,4.696005821228027,4.696005821228027
10,110,4.910788536071777,4.910788536071777
10,115,4.715572834014893,4.715572834014893
10,120,4.757896900177002,4.757896900177002
10,125,4.671856880187988,4.671856880187988
10,130,4.621014595031738,4.621014595031738
10,135,5.088618278503418,5.088618278503418
10,140,4.861449718475342,4.861449718475342
10,145,4.603672981262207,4.603672981262207
10,150,4.794196128845215,4.794196128845215
10,155,4.553501605987549,4.553501605987549
10,160,4.666351795196533,4.666351795196533
10,165,4.6161274909973145,4.6161274909973145
10,170,4.504575252532959,4.504575252532959
10,175,4.952401161193848,4.952401161193848
10,180,4.783477306365967,4.783477306365967
10,185,4.477534770965576,4.477534770965576
10,190,4.413809776306152,4.413809776306152
10,195,4.803775787353516,4.803775787353516
10,200,4.869501113891602,4.869501113891602
10,205,4.4926300048828125,4.4926300048828125
10,210,4.392446517944336,4.392446517944336
10,215,4.514763355255127,4.514763355255127
10,220,4.7939934730529785,4.7939934730529785
10,225,4.876082420349121,4.876082420349121
10,230,4.607028007507324,4.607028007507324
10,235,4.521371364593506,4.521371364593506
10,240,4.786941051483154,4.786941051483154
10,245,4.552327632904053,4.552327632904053
11,0,4.40623140335083,4.40623140335083
11,5,4.481957912445068,4.481957912445068
11,10,4.193294525146484,4.193294525146484
11,15,4.222079753875732,4.222079753875732
11,20,4.906002044677734,4.906002044677734
11,25,4.7245869636535645,4.7245869636535645
11,30,4.699023723602295,4.699023723602295
11,35,4.6469197273254395,4.6469197273254395
11,40,4.664068698883057,4.664068698883057
11,45,4.496116638183594,4.496116638183594
11,50,4.27338981628418,4.27338981628418
11,55,4.613969326019287,4.613969326019287
11,60,4.744470119476318,4.744470119476318
11,65,4.426130771636963,4.426130771636963
11,70,5.06366491317749,5.06366491317749
11,75,4.376523494720459,4.376523494720459
11,80,4.437840461730957,4.437840461730957
11,85,4.690584182739258,4.690584182739258
11,90,4.957552909851074,4.957552909851074
11,95,4.229823112487793,4.229823112487793
11,100,4.637656211853027,4.637656211853027
11,105,4.24042272567749,4.24042272567749
11,110,4.62083101272583,4.62083101272583
11,115,4.257673740386963,4.257673740386963
11,120,4.416876792907715,4.416876792907715
11,125,4.778784275054932,4.778784275054932
11,130,4.725987911224365,4.725987911224365
11,135,4.634024143218994,4.634024143218994
11,140,4.902739524841309,4.902739524841309
11,145,4.620131015777588,4.620131015777588
11,150,4.918848991394043,4.918848991394043
11,155,4.390885353088379,4.390885353088379
11,160,4.938094615936279,4.938094615936279
11,165,4.755180358886719,4.755180358886719
11,170,4.696968078613281,4.696968078613281
11,175,4.625429153442383,4.625429153442383
11,180,4.772416591644287,4.772416591644287
11,185,4.558898448944092,4.558898448944092
11,190,4.39133882522583,4.39133882522583
11,195,4.377835750579834,4.377835750579834
11,200,4.795888900756836,4.795888900756836
11,205,4.664994239807129,4.664994239807129
11,210,4.826827526092529,4.826827526092529
11,215,4.414151668548584,4.414151668548584
11,220,4.927766799926758,4.927766799926758
11,225,4.591823577880859,4.591823577880859
11,230,4.044338226318359,4.044338226318359
11,235,4.742651462554932,4.742651462554932
11,240,4.871800422668457,4.871800422668457
11,245,4.626082420349121,4.626082420349121
12,0,4.584750652313232,4.584750652313232
12,5,4.316831588745117,4.316831588745117
12,10,4.699025630950928,4.699025630950928
12,15,4.338364124298096,4.338364124298096
12,20,4.891267776489258,4.891267776489258
12,25,4.6195502281188965,4.6195502281188965
12,30,4.500478267669678,4.500478267669678
12,35,4.571890830993652,4.571890830993652
12,40,4.4505791664123535,4.4505791664123535
12,45,4.290036678314209,4.290036678314209
12,50,4.331002235412598,4.331002235412598
12,55,4.253678321838379,4.253678321838379
12,60,4.755582809448242,4.755582809448242
12,65,4.488471508026123,4.488471508026123
12,70,4.029730319976807,4.029730319976807
12,75,4.539194107055664,4.539194107055664
12,80,4.496381759643555,4.496381759643555
12,85,4.118371486663818,4.118371486663818
12,90,4.795280456542969,4.795280456542969
12,95,4.412208080291748,4.412208080291748
12,100,4.564851760864258,4.564851760864258
12,105,4.450273513793945,4.450273513793945
12,110,4.52593994140625,4.52593994140625
12,115,4.32224702835083,4.32224702835083
12,120,4.475409984588623,4.475409984588623
12,125,4.241542339324951,4.241542339324951
12,130,4.504601955413818,4.504601955413818
12,135,4.818897247314453,4.818897247314453
12,140,4.337318420410156,4.337318420410156
12,145,4.288228511810303,4.288228511810303
12,150,4.66018009185791,4.66018009185791
12,155,4.742106914520264,4.742106914520264
12,160,4.680334568023682,4.680334568023682
12,165,4.691205978393555,4.691205978393555
12,170,4.824542045593262,4.824542045593262
12,175,4.449004650115967,4.449004650115967
12,180,4.876097679138184,4.876097679138184
12,185,4.600531578063965,4.600531578063965
12,190,4.139384746551514,4.139384746551514
12,195,4.390462398529053,4.390462398529053
12,200,4.638140678405762,4.638140678405762
12,205,4.311769962310791,4.311769962310791
12,210,4.688072204589844,4.688072204589844
12,215,4.302157402038574,4.302157402038574
12,220,4.638660907745361,4.638660907745361
12,225,4.670831203460693,4.670831203460693
12,230,4.428920269012451,4.428920269012451
12,235,4.702932834625244,4.702932834625244
12,240,4.810848712921143,4.810848712921143
12,245,4.5896782875061035,4.5896782875061035
13,0,4.429774284362793,4.429774284362793
13,5,4.67351770401001,4.67351770401001
13,10,4.4576497077941895,4.4576497077941895
13,15,4.368978023529053,4.368978023529053
13,20,4.086625576019287,4.086625576019287
13,25,4.470282077789307,4.470282077789307
13,30,4.587928295135498,4.587928295135498
13,35,4.4954352378845215,4.4954352378845215
13,40,4.548061370849609,4.548061370849609
13,45,4.450657367706299,4.450657367706299
13,50,4.459012985229492,4.459012985229492
13,55,4.185873031616211,4.185873031616211
13,60,4.3506760597229,4.3506760597229
13,65,4.558222770690918,4.558222770690918
13,70,4.502561569213867,4.502561569213867
13,75,4.286008834838867,4.286008834838867
13,80,4.554486274719238,4.554486274719238
13,85,4.389256477355957,4.389256477355957
13,90,4.476474761962891,4.476474761962891
13,95,4.459514617919922,4.459514617919922
13,100,4.60868501663208,4.60868501663208
13,105,4.64575719833374,4.64575719833374
13,110,4.730373382568359,4.730373382568359
13,115,4.565612316131592,4.565612316131592
13,120,4.415350914001465,4.415350914001465
13,125,4.353191375732422,4.353191375732422
13,130,4.254443645477295,4.254443645477295
13,135,4.512080669403076,4.512080669403076
13,140,4.751699924468994,4.751699924468994
13,145,4.562065601348877,4.562065601348877
13,150,4.417726993560791,4.417726993560791
13,155,4.888984680175781,4.888984680175781
13,160,4.717776298522949,4.717776298522949
13,165,4.650433540344238,4.650433540344238
13,170,4.202718734741211,4.202718734741211
13,175,4.566009998321533,4.566009998321533
13,180,4.449883937835693,4.449883937835693
13,185,4.395203113555908,4.395203113555908
13,190,4.780880451202393,4.780880451202393
13,195,4.312115669250488,4.312115669250488
13,200,4.4697418212890625,4.4697418212890625
13,205,4.471908092498779,4.471908092498779
13,210,4.598389625549316,4.598389625549316
13,215,4.758824825286865,4.758824825286865
13,220,4.466100692749023,4.466100692749023
13,225,4.330883502960205,4.330883502960205
13,230,4.615543365478516,4.615543365478516
13,235,4.515766620635986,4.515766620635986
13,240,4.5796356201171875,4.5796356201171875
13,245,4.321179389953613,4.321179389953613
14,0,4.205202579498291,4.205202579498291
14,5,4.694842338562012,4.694842338562012
14,10,4.330023765563965,4.330023765563965
14,15,4.042648792266846,4.042648792266846
14,20,4.3842058181762695,4.3842058181762695
14,25,4.408923149108887,4.408923149108887
14,30,4.428467273712158,4.428467273712158
14,35,4.300899505615234,4.300899505615234
14,40,4.129655838012695,4.129655838012695
14,45,4.498749732971191,4.498749732971191
14,50,4.6849846839904785,4.6849846839904785
14,55,4.495233535766602,4.495233535766602
14,60,4.5999274253845215,4.5999274253845215
14,65,4.2850165367126465,4.2850165367126465
14,70,4.251836776733398,4.251836776733398
14,75,4.395472049713135,4.395472049713135
14,80,4.459731578826904,4.459731578826904
14,85,4.1977925300598145,4.1977925300598145
14,90,4.371176719665527,4.371176719665527
14,95,4.173255443572998,4.173255443572998
14,100,4.72564172744751,4.72564172744751
14,105,4.217844009399414,4.217844009399414
14,110,4.26602029800415,4.26602029800415
14,115,4.182020664215088,4.182020664215088
14,120,4.323476314544678,4.323476314544678
14,125,4.394036769866943,4.394036769866943
14,130,4.388393878936768,4.388393878936768
14,135,4.7069091796875,4.7069091796875
14,140,4.3419270515441895,4.3419270515441895
14,145,4.1026177406311035,4.1026177406311035
14,150,4.26851749420166,4.26851749420166
14,155,4.505896091461182,4.505896091461182
14,160,4.478881359100342,4.478881359100342
14,165,4.63432502746582,4.63432502746582
14,170,4.759421348571777,4.759421348571777
14,175,4.4151740074157715,4.4151740074157715
14,180,4.732934951782227,4.732934951782227
14,185,4.0805134773254395,4.0805134773254395
14,190,4.541330337524414,4.541330337524414
